id	name	url	http_code	effective_url
faa335eb-6741-4372-ad90-d14aba193281	萌え萌え！にゃんにゃん学園	https://www.nyannyan-chiba.net/	200	https://www.nyannyan-chiba.net/
9cac3fe3-3006-4968-a889-0cca88a3686c	ハニービー	https://www.honey-bee-sakado.com/	200	https://www.honey-bee-sakado.com/
4b9f72d7-dd48-4e3c-96ac-69025197c17b	ハニービー	https://www.k-honey-bee.com/	200	https://www.k-honey-bee.com/
c39ce680-80b6-4578-a4ea-2dcf5aaf09e3	シャトールージュ	http://www.syatou-rauge.info/	200	https://www.syatou-rauge.info/
e09f261a-fce3-4da2-a26d-5921ca90ca26	素人しか勝たん	https://shirouto-katan.com/	200	https://shirouto-katan.com/
ef237136-f35f-410c-b57e-fc994521a667	アイドル研修生	https://www.idol-kenkyusei-fukuhara.com/	200	https://www.idol-kenkyusei-fukuhara.com/
31cc9e69-cbc9-4b23-a4b0-eca670ef2e2e	恋するバニー	https://www.koisuru-bunny.com/	200	https://www.koisuru-bunny.com/
f42c1a09-d2d9-4f1d-8699-efa8f4695570	シンデレラ	https://www.cinderella-kochi.com/	000	https://www.cinderella-kochi.com/
b5072fa0-31df-430e-aaa4-62520cfc8e97	アズール	https://www.azul-style.com/	200	https://www.azul-style.com/
a7723fec-353f-4e77-95c4-f4a6278eed82	ラブチャンス	https://www.lovechance-s.net/	200	https://www.lovechance-s.net/
8785c450-a6e1-45e6-be07-07de50e91abc	ラブコレクション	http://www.ogoto-lovecollection.com/	200	https://ogoto-lovecollection.com/
bd9c8d44-cf1c-4862-b8d7-3da51003db4d	アンドエッセンス	https://www.s-a-essence.com/	200	https://www.s-a-essence.com/
0b4419a8-66de-47e3-9185-9b1564d7193b	ヒルズウエスト	https://www.hillswest.info/	200	https://www.hillswest.info/
b1f03274-229a-4f1d-84c1-78da33656080	カガヤキ	https://www.kagayaki-tokushima.com/	200	https://www.kagayaki-tokushima.com/
e1779a98-b013-4b84-b690-d814a51823cf	にじいろキャンパス	https://www.nijicanm.com/	200	https://www.nijicanm.com/
4aab0bd7-4631-43bd-a764-54b3942c5178	風俗の神様	https://kami-shizuoka.com/	200	https://kami-shizuoka.com/
d653ccfc-6883-4693-bd43-0e0f30a8bb3a	オキニ	https://www.kamaoki.net/	200	https://www.kamaoki.net/
5cb25e7c-721b-4d06-97ee-d0f2c8953385	CLUB39	https://39group.info/club39/	200	https://39group.info/club39/
110455fe-3e8f-43d9-8ef6-a98ab3160615	VIPクリスタル	https://vip-crystal.com/	200	https://vip-crystal.com/
6b37fbe4-22b6-429f-b350-38e29d2d0f5c	よかろうもん	https://yokaroumon-beppu.com/	200	https://yokaroumon-beppu.com/
0c6015e4-0180-486d-b83c-a4d0b5c58dc7	パズル	https://www.y-puzzle.com/	200	https://www.y-puzzle.com/
0339327f-6d16-47e8-93b1-33a751e43cd3	バロン	https://www.barubora-kumamoto.com/	200	https://www.barubora-kumamoto.com/
ff018fcb-75a2-480c-840b-8c4b434be126	IC女学院	https://icolle.net/	200	https://icolle.net/
7a8b3eac-e352-4213-8bb1-1e372a75c956	スピン	https://spinug.com/	200	https://spinug.com/
a383fafd-64ef-4dde-b385-cee51f9db0fa	君とふわふわプリンセス	https://fuwapri.com/tachikawa/	200	https://fuwapri.com/tachikawa/
16104882-e959-476c-96a4-65815a0704fc	人妻城	http://www.hitodumajo.com/uguisudani/	200	https://www.hitodumajo.com/uguisudani/
301b58ef-d707-4f57-abd1-4930e9cf7b04	クラブオーディション 	http://www.030303.biz/	200	https://www.030303.biz/
23ca6fe7-95c6-4492-b60b-c3ae5105572e	風俗王	https://www.kokura-circus.com/	200	https://www.kokura-circus.com/
e7551f95-24db-4482-ab88-d88a6aeff42e	新潟ソープランド	https://niigata-soapland.net/	200	https://niigata-soapland.net/
6c708d9a-136d-483c-a9f1-404ca899cd93	クラブルミネ	https://www.phoenix-nakatu.com/	200	https://www.phoenix-nakatu.com/
604d6ed8-2ca9-4838-b5a2-321e35fe7085	波の上女学院	https://www.naminoue.com/	200	https://www.naminoue.com/
497ee241-5c42-45e2-a2c7-a9ee68d1713c	アクア	https://gifu-aqua.com/	200	https://gifu-aqua.com/
